Tags added by POP - Ugly,Clean,Mitch's Category,Laura's Category
fc55b9603581i1595,FC55 B9603 581i 1595,Call Number,Call Number
fc55b9603633o1660,FC55 B9603 633o 1660,Call Number,Call Number
fc55b9603633o1740,FC55 B9603 633o 1740,Call Number,Call Number
fc55c1192609e,FC55 C1192 609e,Call Number,Call Number
fc55c1432551a,FC55 C1432 551a,Call Number,Call Number
fc55c1537556i,FC55 C1537 556i,Call Number,Call Number
fc55c1599552d,FC55 C1599 552d,Call Number,Call Number
fc55c2649614d1615,FC55 C2649 614d 1615,Call Number,Call Number
fc55c5918555d,FC55 C5918 555d,Call Number,Call Number
fc55c8102548i1549,FC55 C8102 548i 1549,Call Number,Call Number
fc55c8134576r1631,FC55 C8134 576r 1631,Call Number,Call Number
fc55c8178586a,FC55 C8178 586a,Call Number,Call Number
fc55c8178603t1638,FC55 C8178 603t 1638,Call Number,Call Number
fc55c8368554a1588,FC55 C8368 554a 1588,Call Number,Call Number
fc55c8368ef555l1560,FC55 C8368 Ef555l 1560,Call Number,Call Number
fc55c8648564e1581,FC55 C8648 564e 1581,Call Number,Call Number
fc55c8967570p1588,FC55 C8967 570p 1588,Call Number,Call Number
fc55d3766589c,FC55 D3766 589c,Call Number,Call Number
fc55d4698573p1599,FC55 D4698 573p 1599,Call Number,Call Number
fc55d8512591h,FC55 D8512 591h,Call Number,Call Number
fc55d8512ef579d,FC55 D8512 Ef579d,Call Number,Call Number
fc55d8574587g,FC55 D8574 587g,Call Number,Call Number
fc55d9338613t1619,FC55 D9338 613t 1619,Call Number,Call Number
fc55d9340573c,FC55 D9340 573c,Call Number,Call Number
fc55d9575572o,FC55 D9575 572o,Call Number,Call Number
fc55d9576586i,FC55 D9576 586i,Call Number,Call Number
fc55es868566i,FC55 Es868 566i,Call Number,Call Number
fc55es868568a,FC55 Es868 568a,Call Number,Call Number
fc55es868590p,FC55 Es868 590p,Call Number,Call Number
fc55es868ef575c,FC55 Es868 Ef575c,Call Number,Call Number
fc55f7482570h,FC55 F7482 570h,Call Number,Call Number
fc55f7482578p,FC55 F7482 578p,Call Number,Call Number
fc55f8448c599t,FC55 F8448C 599t,Call Number,Call Number
fc55f8448l572o,FC55 F8448L 572o,Call Number,Call Number
fc55f8448l600c,FC55 F8448L 600c,Call Number,Call Number
fc55f8448s567c,FC55 F8448S 567c,Call Number,Call Number
fc55f8448s595e2,FC55 F8448S 595e2,Call Number,Call Number
fc55f8714579r,FC55 F8714 579r,Call Number,Call Number
fc55f9394581s,FC55 F9394 581s,Call Number,Call Number
fc55g2894en580s,FC55 G2894 En580s,Call Number,Call Number
fc55g8694568d,FC55 G8694 568d,Call Number,Call Number
fc55h7982560e1875,FC55 H7982 560e 1875,Call Number,Call Number
fc55j1567597a,FC55 J1567 597a,Call Number,Call Number
fc55j2488593p,FC55 J2488 593p,Call Number,Call Number
fc55l1938587s,FC55 L1938 587s,Call Number,Call Number
fc55l2698s583t,FC55 L2698S 583t,Call Number,Call Number
fc55l5588580s1587,FC55 L5588 580s 1587,Call Number,Call Number
fc55l5628ei585c1592,FC55 L5628 Ei585c 1592,Call Number,Call Number
fc55l5679563d,FC55 L5679 563d,Call Number,Call Number
fc55l6125558e,FC55 L6125 558e,Call Number,Call Number
fc55l9748eh619l,FC55 L9748 Eh619l,Call Number,Call Number
fc55m3884577a,FC55 M3884 577a,Call Number,Call Number
fc55m6689587d1865,FC55 M6689 587d 1865,Call Number,Call Number
fc55m8145588d,FC55 M8145 588d,Call Number,Call Number
fc55m9257660r,FC55 M9257 660r,Call Number,Call Number
fc55m9426571o1575,FC55 M9426 571o 1575,Call Number,Call Number
fc55m9426580v1586,FC55 M9426 580v 1586,Call Number,Call Number
fc55n5488573d1599,FC55 N5488 573d 1599,Call Number,Call Number
fc55n7893l586c,FC55 N7893L 586c,Call Number,Call Number
fc55og403590l,FC55 Og403 590l,Call Number,Call Number
fc55p2113eg553d,FC55 P2113 Eg553d,Call Number,Call Number
fc55p2114542d,FC55 P2114 542d,Call Number,Call Number
fc55p2114581e,FC55 P2114 581e,Call Number,Call Number
fc55p2188u584q,FC55 P2188U 584q,Call Number,Call Number
fc55p2487567l,FC55 P2487 567l,Call Number,Call Number
fc55p2666597k,FC55 P2666 597k,Call Number,Call Number
fc55p5802556d,FC55 P5802 556d,Call Number,Call Number
fc55p7568l565p,FC55 P7568L 565p,Call Number,Call Number
fc55p8458560d,FC55 P8458 560d,Call Number,Call Number
fc55p9489l557s,FC55 P9489L 557s,Call Number,Call Number
fc55r3247l571c,FC55 R3247L 571c,Call Number,Call Number
fc55r3847588c,FC55 R3847 588c,Call Number,Call Number
fc55r3998602c1603,FC55 R3998 602c 1603,Call Number,Call Number
fc55r3998ef599g,FC55 R3998 Ef599g,Call Number,Call Number
fc55r6296571c,FC55 R6296 571c,Call Number,Call Number
fc55r6698558a,FC55 R6698 558a,Call Number,Call Number
fc55sa287602g,FC55 Sa287 602g,Call Number,Call Number
fc55se597l556c,FC55 Se597L 556c,Call Number,Call Number
fc55se598d554o,FC55 Se598d 554o,Call Number,Call Number
fc55se627553e,FC55 Se627 553e,Call Number,Call Number
fc55t3999588i,FC55 T3999 588i,Call Number,Call Number
fc55t4687551a1574,FC55 T4687 551a 1574,Call Number,Call Number
fc55t6448l567c,FC55 T6448L 567c,Call Number,Call Number
fc55t7197594o,FC55 T7197 594o,Call Number,Call Number
fc55t7378580c,FC55 T7378 580c,Call Number,Call Number
fc55v6863617h,FC55 V6863 617h,Call Number,Call Number
fc55v8574588g1590,FC55 V8574 588g 1590,Call Number,Call Number
fc55z1407578d,FC55 Z1407 578d,Call Number,Call Number
fc6a100610e,FC6 A100 610e,Call Number,Call Number
fc6a100611p,FC6 A100 611p,Call Number,Call Number
fc6a100633a,FC6 A100 633a,Call Number,Call Number
fc6a100644p,FC6 A100 644p,Call Number,Call Number
fc6ar749643g1651,FC6 Ar749 643g 1651,Call Number,Call Number
fc6au153617a1630,FC6 Au153 617a 1630,Call Number,Call Number
fc6b2199eg638t,FC6 B2199 Eg638t,Call Number,Call Number
fc6b2199eg654l,FC6 B2199 Eg654l,Call Number,Call Number
fc6b3253eg671v,FC6 B3253 Eg671v,Call Number,Call Number
fc6b4667eg632g1634,FC6 B4667 Eg632g 1634,Call Number,Call Number
fc6b6328658i,FC6 B6328 658i,Call Number,Call Number
fc6b6402610r1611,FC6 B6402 610r 1611,Call Number,Call Number
fc6b6540eg659m,FC6 B6540 Eg659m,Call Number,Call Number
fc6b7652eg686o,FC6 B7652 Eg686o,Call Number,Call Number
fc6b9677656s1658,FC6 B9677 656s 1658,Call Number,Call Number
fc6c1597eg639a,FC6 C1597 Eg639a,Call Number,Call Number
fc6c3344645h,FC6 C3344 645h,Call Number,Call Number
fc6c3855l630c,FC6 C3855L 630c,Call Number,Call Number
fc6c3892l645t,FC6 C3892L 645t,Call Number,Call Number
fc6c7658eg713w,FC6 C7658 Eg713w,Call Number,Call Number
fc6c8116643b,FC6 C8116 643b,Call Number,Call Number
fc6d1254648r,FC6 D1254 648r,Call Number,Call Number
fc6d1283618c,FC6 D1283 618c,Call Number,Call Number
fc6d1427666j,FC6 D1427 666j,Call Number,Call Number
fc6d4538637d,FC6 D4538 637d,Call Number,Call Number
fc6d4538641m1644,FC6 D4538 641m 1644,Call Number,Call Number
fc6d4538650m1695,FC6 D4538 650m 1695,Call Number,Call Number
fc6d4538657l1663,FC6 D4538 657l 1663,Call Number,Call Number
fc6d4538ef662sb,FC6 D4538 Ef662Sb,Call Number,Call Number
fc6d4538eg653r,FC6 D4538 Eg653r,Call Number,Call Number
fc6d4538eh647m1661,FC6 D4538 Eh647m 1661,Call Number,Call Number
fc6d4617c623,FC6 D4617 C623,Call Number,Call Number
fc6d8536eg672pb,FC6 D8536 Eg672pb,Call Number,Call Number
fc6d8549609mb1864,FC6 D8549 609mb 1864,Call Number,Call Number
fc6d8574618b1627,FC6 D8574 618b 1627,Call Number,Call Number
fc6d8574619h,FC6 D8574 619h,Call Number,Call Number
fc6d8847ef615t,FC6 D8847 Ef615t,Call Number,Call Number
fc6d9256613h,FC6 D9256 613h,Call Number,Call Number
fc6d9562c6221636,FC6 D9562 C622 1636,Call Number,Call Number
fc6eu792658e,FC6 Eu792 658e,Call Number,Call Number
fc6f1143637g,FC6 F1143 637g,Call Number,Call Number
fc6f8448g625a1626,FC6 F8448G 625a 1626,Call Number,Call Number
fc6f8448l637o,FC6 F8448L 637o,Call Number,Call Number
fc6f8448p617a,FC6 F8448P 617a,Call Number,Call Number
fc6f8448sei616m,FC6 F8448S Ei616m,Call Number,Call Number
fc6g1838649a,FC6 G1838 649a,Call Number,Call Number
fc6g1880616g1622,FC6 G1880 616g 1622,Call Number,Call Number
fc6g2156eg657m,FC6 G2156 Eg657m,Call Number,Call Number
fc6g2583eh868r,FC6 G2583 Eh868r,Call Number,Call Number
fc6g5426628v,FC6 G5426 628v,Call Number,Call Number
fc6g5426654i,FC6 G5426 654i,Call Number,Call Number
fc6g5852657e,FC6 G5852 657e,Call Number,Call Number
fc6g7226617r1648,FC6 G7226 617r 1648,Call Number,Call Number
fc6g9938760s,FC6 G9938 760s,Call Number,Call Number
fc6h2229c626t,FC6 H2229 C626t,Call Number,Call Number
fc6l1146eg736h,FC6 L1146 Eg736h,Call Number,Call Number
fc6l1199655d,FC6 L1199 655d,Call Number,Call Number
fc6l1924622b,FC6 L1924 622b,Call Number,Call Number
fc6l5562624p1667,FC6 L5562 624p 1667,Call Number,Call Number
fc6l6062630q,FC6 L6062 630q,Call Number,Call Number
fc6l8938l614c1748,FC6 L8938L 614c 1748,Call Number,Call Number
fc6l9898l649p,FC6 L9898L 649p,Call Number,Call Number
fc6m2846l636r,FC6 M2846L 636r,Call Number,Call Number
fc6m2957638h,FC6 M2957 638h,Call Number,Call Number
fc6m4437623r,FC6 M4437 623r,Call Number,Call Number
fc6n2218625a,FC6 N2218 625a,Call Number,Call Number
fc6n2218eh661e,FC6 N2218 Eh661e,Call Number,Call Number
fc6n6454605c1610,FC6 N6454 605c 1610,Call Number,Call Number
fc6n7893l612c1614,FC6 N7893L 612c 1614,Call Number,Call Number
fc6or503607o1620,FC6 Or503 607o 1620,Call Number,Call Number
fc6ou26607t1645,FC6 Ou26 607t 1645,Call Number,Call Number
fc6ou26639g,FC6 Ou26 639g,Call Number,Call Number
fc6p1786604d,FC6 P1786 604d,Call Number,Call Number
fc6p1786604dcopy2,FC6 P1786 604d copy 2,Call Number,Call Number
fc6p2156630u1649,FC6 P2156 630u 1649,Call Number,Call Number
fc6p2607670p1686,FC6 P2607 670p 1686,Call Number,Call Number
fc6p2607eg657pb,FC6 P2607 Eg657pb,Call Number,Call Number
fc6p2607eg946r,FC6 P2607 Eg946r,Call Number,Call Number
fc6p4458630m,FC6 P4458 630m,Call Number,Call Number
fc6p6917583e,FC6 P6917 583e,Call Number,Call Number
fc6p6917606p1607,FC6 P6917 606p 1607,Call Number,Call Number
fc6p6917624m,FC6 P6917 624m,Call Number,Call Number
fc6r2178655t,FC6 R2178 655t,Call Number,Call Number
fc6r6362645t1660,FC6 R6362 645t 1660,Call Number,Call Number
fc6r7468638s,FC6 R7468 638s,Call Number,Call Number
fc6r8219631p,FC6 R8219 631p,Call Number,Call Number
fc6sa222639r1649,FC6 Sa222 639r 1649,Call Number,Call Number
fc6sa222c643o,FC6 Sa222 C643o,Call Number,Call Number
fc6sa287597p,FC6 Sa287 597p,Call Number,Call Number
fc6sa588643p,FC6 Sa588 643p,Call Number,Call Number
fc6sa752654e,FC6 Sa752 654e,Call Number,Call Number
fc6sa867641d,FC6 Sa867 641d,Call Number,Call Number
fc6sa959l608e,FC6 Sa959L 608e,Call Number,Call Number
fc6sca775c752o,FC6 Sca775 C752o,Call Number,Call Number
fc6scu25649p,FC6 Scu25 649p,Call Number,Call Number
fc6scu25654a1655,FC6 Scu25 654a 1655,Call Number,Call Number
fc6scu255eg652i,FC6 Scu255 Eg652i,Call Number,Call Number
fc6se552641d,FC6 Se552 641d,Call Number,Call Number
fc6se577637c,FC6 Se577 637c,Call Number,Call Number
fc6v2357601g,FC6 V2357 601g,Call Number,Call Number
fc6v6580c622o1661,FC6 V6580 C622o 1661,Call Number,Call Number
fc6v7444600r,FC6 V7444 600r,Call Number,Call Number
fc65a100590g,FC65 A100 590g,Call Number,Call Number
fc65a100689v,FC65 A100 689v,Call Number,Call Number
fc65a100693h,FC65 A100 693h,Call Number,Call Number
fc65a100en697b,FC65 A100 En697b,Call Number,Call Number
fc65ac126675r,FC65 Ac126 675r,Call Number,Call Number
fc65ac126698r,FC65 Ac126 698r,Call Number,Call Number
fc65ar612682a,FC65 Ar612 682a,Call Number,Call Number
fc65au148667j,FC65 Au148 667j,Call Number,Call Number
fc65au149680m1688,FC65 Au149 680m 1688,Call Number,Call Number
fc65b2374688g,FC65 B2374 688g,Call Number,Call Number
fc65b4508681t,FC65 B4508 681t,Call Number,Call Number
fc65b4577696r1699,FC65 B4577 696r 1699,Call Number,Call Number
fc65b4577eg671h,FC65 B4577 Eg671h,Call Number,Call Number
fc65b4648660h,FC65 B4648 660h,Call Number,Call Number
fc65b6417660v,FC65 B6417 660v,Call Number,Call Number
fc65b6637671e1683,FC65 B6637 671e 1683,Call Number,Call Number
fc65b6688675p1683,FC65 B6688 675p 1683,Call Number,Call Number
fc65b6699659m,FC65 B6699 659m,Call Number,Call Number
fc65b7413658p1662,FC65 B7413 658p 1662,Call Number,Call Number
fc65b7697697s1699,FC65 B7697 697s 1699,Call Number,Call Number
fc65b9164l665c,FC65 B9164L 665c,Call Number,Call Number
fc65c1428659d1671,FC65 C1428 659d 1671,Call Number,Call Number
fc65c1814697h,FC65 C1814 697h,Call Number,Call Number
fc65c3685667e,FC65 C3685 667e,Call Number,Call Number
fc65c4288648t1651,FC65 C4288 648t 1651,Call Number,Call Number
fc65c4288648t1659,FC65 C4288 648t 1659,Call Number,Call Number
fc65c4568642s,FC65 C4568 642s,Call Number,Call Number
fc65c4952655n1662,FC65 C4952 655n 1662,Call Number,Call Number
fc65c4952eg665d,FC65 C4952 Eg665d,Call Number,Call Number
fc65c6543c755,FC65 C6543 C755,Call Number,Call Number
fc65c8351671t1694,FC65 C8351 671t 1694,Call Number,Call Number
fc65c8351eg678a,FC65 C8351 Eg678a,Call Number,Call Number
fc65d4597688p1709,FC65 D4597 688p 1709,Call Number,Call Number
fc65d7187686h1687,FC65 D7187 686h 1687,Call Number,Call Number
fc65d8755669r,FC65 D8755 669r,Call Number,Call Number
fc65d9564687e,FC65 D9564 687e,Call Number,Call Number
fc65es664eg706b,FC65 Es664 Eg706b,Call Number,Call Number
fc65f3159eh683f,FC65 F3159 Eh683f,Call Number,Call Number
fc65f3347671d,FC65 F3347 671d,Call Number,Call Number
fc65f3347673d1674,FC65 F3347 673d 1674,Call Number,Call Number
fc65f3536687e,FC65 F3536 687e,Call Number,Call Number
fc65f3536747d1748,FC65 F3536 747d 1748,Call Number,Call Number
fc65f6395695h,FC65 F6395 695h,Call Number,Call Number
fc65f7374684j1703,FC65 F7374 684j 1703,Call Number,Call Number
fc65f7374eh688g1702,FC65 F7374 Eh688g 1702,Call Number,Call Number
fc65f7374eh708h1730,FC65 F7374 Eh708h 1730,Call Number,Call Number
fc65f8427703t1709,FC65 F8427 703t 1709,Call Number,Call Number
fc65f8448688a,FC65 F8448 688a,Call Number,Call Number
fc65f8448l678r,FC65 F8448L 678r,Call Number,Call Number
fc65f8448l681r,FC65 F8448L 681r,Call Number,Call Number
fc65f8448p651s,FC65 F8448P 651s,Call Number,Call Number
fc65f8448spam,FC65 F8448S Pam,Call Number,Call Number
fc65f8448t697t,FC65 F8448T 697t,Call Number,Call Number
fc65f9755653v1669,FC65 F9755 653v 1669,Call Number,Call Number
fc65f9755658nb,FC65 F9755 658nb,Call Number,Call Number
fc65g7458698v,FC65 G7458 698v,Call Number,Call Number
fc65h3228eg680p,FC65 H3228 Eg680p,Call Number,Call Number
fc65l1168712a1742,FC65 L1168 712a 1742,Call Number,Call Number
fc65l1313724p1755,FC65 L1313 724p 1755,Call Number,Call Number
fc65l5262662s,FC65 L5262 662s,Call Number,Call Number
fc65l5402670h1757,FC65 L5402 670h 1757,Call Number,Call Number
fc65l5486691e1692,FC65 L5486 691e 1692,Call Number,Call Number
fc65l9375657r,FC65 L9375 657r,Call Number,Call Number
fc65l9898c667l,FC65 L9898C 667l,Call Number,Call Number
fc65l9898c668e,FC65 L9898C 668e,Call Number,Call Number
fc65m2804650c,FC65 M2804 650c,Call Number,Call Number
fc65m2936704r,FC65 M2936 704r,Call Number,Call Number
fc65m7333c6661718,FC65 M7333 C666 1718,Call Number,Call Number
fc65m7333c6661826,FC65 M7333 C666 1826,Call Number,Call Number
fc65m8257679j,FC65 M8257 679j,Call Number,Call Number
fc65n5448664p,FC65 N5448 664p,Call Number,Call Number
fc65n5448eg678o,FC65 N5448 Eg678o,Call Number,Call Number
fc65p2737665i,FC65 P2737 665i,Call Number,Call Number
fc65p4287661o,FC65 P4287 661o,Call Number,Call Number
fc65p4287676r1684,FC65 P4287 676r 1684,Call Number,Call Number
fc65p7565c679o,FC65 P7565 C679o,Call Number,Call Number
fc65p9268675e,FC65 P9268 675e,Call Number,Call Number
fc65p9489l658s,FC65 P9489L 658s,Call Number,Call Number
fc65qu422680p1694,FC65 Qu422 680p 1694,Call Number,Call Number
fc65qu422b687,FC65 Qu422 B687,Call Number,Call Number
fc65qu422c715t,FC65 Qu422 C715t,Call Number,Call Number
fc65qu422eg675d,FC65 Qu422 Eg675d,Call Number,Call Number
fc65r2647710d,FC65 R2647 710d,Call Number,Call Number
fc65r2873752v1764,FC65 R2873 752v 1764,Call Number,Call Number
fc65sa248eg675c,FC65 Sa248 Eg675c,Call Number,Call Number
fc65sa593za698r,FC65 Sa593 Za698r,Call Number,Call Number
fc65si234eg689s,FC65 Si234 Eg689s,Call Number,Call Number
fc65so683664r,FC65 So683 664r,Call Number,Call Number
fc65sp660678v1679,FC65 Sp660 678v 1679,Call Number,Call Number
fc65su164eg678m,FC65 Su164 Eg678m,Call Number,Call Number
fc65t5735689t,FC65 T5735 689t,Call Number,Call Number
fc65v3183696p1746,FC65 V3183 696p 1746,Call Number,Call Number
fc65v4202679j,FC65 V4202 679j,Call Number,Call Number
fc65v6123685r1724,FC65 V6123 685r 1724,Call Number,Call Number
fc65v6512660o1663,FC65 V6512 660o 1663,Call Number,Call Number
fc65v8345655c1676,FC65 V8345 655c 1676,Call Number,Call Number
fc7a100720c,FC7 A100 720c,Call Number,Call Number
fc7a100735r1737,FC7 A100 735r 1737,Call Number,Call Number
fc7a100c716,FC7 A100 C716,Call Number,Call Number
fc7a100c735n,FC7 A100 C735n,Call Number,Call Number
fc7b6626739a1750,FC7 B6626 739a 1750,Call Number,Call Number
fc7r2634725m1752,FC7 R2634 725m 1752,Call Number,Call Number
fc75a100760c,FC75 A100 760c,Call Number,Call Number
fc75f8448,FC75 F8448,Call Number,Call Number
fc75f8448box10no245,FC75 F8448 box 10 no. 245,Call Number,Call Number
fc75f8448box13no326,FC75 F8448 box 13 no. 326,Call Number,Call Number
fc75f8448box2no26,FC75 F8448 box 2 no. 26,Call Number,Call Number
fc75f8448box4no82,FC75 F8448 box 4 no. 82,Call Number,Call Number
fc75f8448box4no91,FC75 F8448 box 4 no. 91,Call Number,Call Number
fc75f8448box5no114,FC75 F8448 box 5 no. 114,Call Number,Call Number
fc75f8448box8no181,FC75 F8448 box 8 no. 181,Call Number,Call Number
fc75f8448box8no186,FC75 F8448 box 8 no. 186,Call Number,Call Number
fc75f8448box8no192,FC75 F8448 box 8 no. 192,Call Number,Call Number
fc75f8448box9no205,FC75 F8448 box 9 no. 205,Call Number,Call Number
fc75f8448box9no214,FC75 F8448 box 9 no. 214,Call Number,Call Number
fc85l6168b870r,FC85 L6168 B870r,Call Number,Call Number
,"Fedele, Cesare",,
,"Felix V, Antipope, 1383-1451",,
,"Felix, Saint, Bishop of Tubyza, -303",,
,"Fell, John, 1625-1686",,
fenayhall,Fenay Hall,,Place Abode
fenklejoseph,"Fenkle, Joseph",Person,Person
ferariusjoannes,"Ferarius, Joannes",Person,Person
ferariusjohannes,"Ferarius, Johannes",Person,Person
ferdinandiholyromanemperor15031564,"Ferdinand I, Holy Roman Emperor, 1503-1564",Person,Person
,"Ferdinand II, Archduke of Austria, 1529-1595",,
ferdinandeum,Ferdinandeum,,Family 
,"Ferdinando II, Grand-Duke of Tuscany, 1610-1670",,
fergusonfsfredericsutherland18781967,"Ferguson, F. S. (Frederic Sutherland), 1878-1967",Person,Person
,"Fernández de Córdoba, Gonzalo, 1453-1515",,
fernándeznavarretepedrobca1580,"Fernández Navarrete, Pedro, b. ca. 1580",Person,Person
fernándezguerrayorbeaureliano18161894,"Fernández-Guerra y Orbe, Aureliano, 1816-1894",Person,Person
fernbergersamuelweiller18871956,"Fernberger, Samuel Weiller, 1887-1956",Person,Person
,Ferrara (Italy,,
ferraraitaly,Ferrara (Italy),Place,Place
ferrerizaccariaca14791524,"Ferreri, Zaccaria, ca. 1479-1524",Person,Person
,"Feuerlein, Johann Conrad, 1725-1788",,
,"Feuerstein, Martin",,
,"Feurstain, Martinus",,
,"Ffoulkes, W. Wynne",,
,ffran. Drake,,
,Fiammetta Soave (Firm)‏,,
fieldisobel18581953,"Field, Isobel, 1858-1953",Person,Person
fifewilliamduffearl16971763,"Fife, William Duff, Earl, 1697-1763",Person,Person
figuerasmiguel,"Figueras, Miguel",Person,Person
,"Filelfo, Francesco, 1398-1481",,
,"Filelfo, Giovanni Mario, 1426-1480",,
,Fillinham,,
finipolafamily,Fini Pola family,,Family
finneyjohn,"Finney, John",Person,Person
finneyrobert,"Finney, Robert",Person,Person
finnolijovani,"Finnoli, Jovani",Person,Person
,"Fiorentini, Michele Vincenzo",,
,"Firmiani, Marco",,
firmindidotambroise17901876,"Firmin-Didot, Ambroise, 1790-1876",Person,Person
fischerkilianactive14911499,"Fischer, Kilian, active 1491-1499",Person,Person
fish,Fish,Animal,Animal
,"FitzPatrick of Grantstown Manor, Queen's County",,
,"FitzPatrick, R.W.",,
,"FitzPatrick, Richard, Wilson, 1811-1850",,
fitzwilliamfamily,Fitzwilliam family,,Family
fitzwilliamwilliamcharlesdemeuronearl18721943,"Fitzwilliam, William Charles de Meuron, Earl, 1872-1943",Person,Person
,"Flach, Martin, d. 1500",,
flaps,Flaps,Physical,Physical
fletcher,Fletcher,,Person
fletcherandrew16551716,"Fletcher, Andrew, 1655-1716",Person,Person
fleuretfernand18841942,"Fleuret, Fernand, 1884-1942",Person,Person
fleursdelis,Fleurs de lis,,Misc
flies,Flies,Animal,Animal
,"Floncel, Albert  François, 1697-1773‏",,
,"Floquet, Jaquet",,
,Florence,,
florenceitaly,Florence (Italy),Place,Place
floresp,"Flores, P.",Person,Person
