Normalized,Raw,Model,field
CURR:NO_MATCH:Tags added by POP - Ugly,Clean,Mitch's Category,Laura's Category,Model,Field,Basis 
huguenyfrédéricléopold18151896,"Hugueny,Frédéric Léopold, 1815-1896",Person,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
husemanntheodorgottfried18331901,"Husemann, Theodor Gottfried, 1833-1901",Person,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
husemanntheodor18331901,"Husemann, Theodor, 1833-1901",Person,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
huskcf,"Husk, C. F.",Person,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
hustedseymourl18101887,"Husted, Seymour L., 1810-1887",Person,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
huthhenry18151878,"Huth, Henry, 1815-1878",Person,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
huzard,Huzard,Person,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
huzarddelinstitut,Huzard de l'Institut,,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
huzardjbjeanbaptiste17551838,"Huzard, J.-B. (Jean-Baptiste), 1755-1838",Person,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
höglwörth,Höglwörth,,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
höltzelhieronymusfl15001525,"Höltzel, Hieronymus, fl. 1500-1525",Person,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
igiunti,I Giunti,,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
iddesleighstaffordhenrynorthcoteearlof18181887,"Iddesleigh, Stafford Henry Northcote, Earl of, 1818-1887",Person,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
ignatiusofloyolasaint14911556,"Ignatius, of Loyola, Saint, 1491-1556",Person,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
illyricus,Illyricus,,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
imbertigerardo,"Imberti, Gerardo",Person,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
imlineliasfl1588,"Imlin, Elias, fl. 1588",Person,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
imlinuselias,"Imlinus, Elias",Person,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
imperialigiusepperenato16511737,"Imperiali, Giuseppe Renato, 1651-1737",Person,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
ingrahamedwarddedwardduncan17931854,"Ingraham, Edward D. (Edward Duncan), 1793-1854",Person,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
irvinghenrysir18381905,"Irving, Henry, Sir, 1838-1905",Person,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
isingrinmmichael15001557,"Isingrin, M. (Michael), 1500-1557",Person,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
issaverdensjamesb1834,"Issaverdens, James, b. 1834",Person,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
iverheathbucksengland,"Iver Heath, Bucks, England",Person,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
ivesbrayton18401914,"Ives, Brayton, 1840-1914",Person,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
jjleighton,J. &amp; J. Leighton,,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
jacksonjohncohen18261895,"Jackson, John Cohen, 1826-1895",Person,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
jacobddietrick,Jacob D. Dietrick,,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
jagnerusgeorgiusw,"Jagnerus, Georgius W.",Person,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
jailletcharles19042006,"Jaillet, Charles, 1904-2006",Person,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
jamesmorgan,James Morgan,,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
jamesthoc,"James, Tho. C.",Person,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
jamesthomascthomaschalkley17661835,"James, Thomas C. (Thomas Chalkley), 1766-1835",Person,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
janpierrede,"Jan, Pierre de",Person,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
janicolotolommeofl15241548,"Janicolo, Tolommeo, fl. 1524-1548",Person,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
jannetjeanphilippe17421817,"Jannet, Jean-Philippe, 1742-1817",Person,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
janviermeredith18721936,"Janvier, Meredith, 1872-1936",Person,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
jardelclauderobert17221788,"Jardel, Claude Robert, 1722-1788",Person,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
jeffrey,Jeffrey?,,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
jelletz,Jelletz,,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
jensonnicolasapproximately14201480,"Jenson, Nicolas, approximately 1420-1480",Person,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
joanesevangelistaviterbiensis,Joanes Evangelista Viterbiensis,,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
joannes,Joannes,,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
joannesbaptistavalerianusdeperusia,Joannes Baptista Valerianus de Perusia,,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
joannesbarou,Joannes Barou,,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
joannesfranciscusderoma,Joannes Franciscus de Roma,,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
joanneum,Joanneum,,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
joannisfranciscideroma,Joannis Francisci de Roma,,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
jobinbernhardd1593,"Jobin, Bernhard, d. 1593",Person,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
johannfriedrichikurfürstvonsachsen15031554,"Johann Friedrich I, Kurfürst von Sachsen, 1503-1554",Person,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
johannfriedrichdukeofpomerania15421600,"Johann Friedrich, Duke of Pomerania, 1542-1600",Person,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
johannes,Johannes,,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
johannis,Johannis,,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
johnsonj,"Johnson, J.",Person,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
johnsonn,"Johnson, N.",Person,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
josephwilliammathews,Joseph William Mathews,,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
jossebadius,Josse Badius,,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
juliusiiipope14871555,"Julius III, Pope, 1487-1555",Person,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
juliusdukeofbraunschweiglüneburg15281589,"Julius, Duke of Braunschweig-Lüneburg, 1528-1589",Person,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
kalasanacerbergjoseph17711843,"Kalasanac Erberg, Joseph, 1771-1843",Person,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
kalbfleischcharlesccharlesconoverb1868,"Kalbfleisch, Charles C. (Charles Conover), b. 1868",Person,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
kammermeistersebastiand1503,"Kammermeister, Sebastian, d. 1503",Person,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
karadjaconstantini18891950,"Karadja, Constantin I., 1889-1950",Person,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
karledlervonstockhammern,Karl Edler von Stockhammern,,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
karltheodorelectorpalatineandelectorofbavaria17241799,"Karl Theodor, Elector Palatine and Elector of Bavaria, 1724-1799",Person,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
kaufmannusjoannes,"Kaufmannus, Joannes",Person,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
kebrerjohanngeorg,"Kebrer, Johann Georg",Person,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
kedelleantonioseabra,"Kedelle, Antonio Seabra",Person,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
kehrerjohanngeorg,"Kehrer, Johann Georg",Person,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
keimgeorgedebenneville,"Keim, George de Benneville",Person,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
kempcharles,"Kemp, Charles",Person,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
kennewaymariona,"Kenneway, Mariona",Person,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
kennewaymarkjohn18801960,"Kenneway, Mark John, 1880-1960",Person,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
kennewaymaryelizabeth,"Kenneway, Mary Elizabeth",Person,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
kennycourtney,"Kenny, Courtney",Person,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
kenyonlloydkenyonbaron17321802,"Kenyon, Lloyd Kenyon, Baron, 1732-1802",Person,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
kerinrichardbolger,"Kerin, Richard Bolger",Person,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
kerverjacques1583,"Kerver, Jacques, -1583",Person,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
kesebergjacob16131686,"Keseberg, Jacob, 1613-1686",Person,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
ketelhodtcarlgerhardvon17381814,"Ketelhodt, Carl Gerhard von, 1738-1814",Person,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
ketelhodtgerdvon17381814,"Ketelhodt, Gerd von, 1738-1814",Person,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
kienbergerjonas,"Kienberger, Jonas",Person,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
kienpergerusjonas,"Kienpergerus, Jonas",Person,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
kimberleyjohnwodehouseearlof18261902,"Kimberley, John Wodehouse, Earl of, 1826-1902",Person,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
kingemily,"King, Emily",Person,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
kingrichard,"King, Richard",Person,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
kirkedwardc,"Kirk, Edward C.",Person,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
kirkedwardcedwardcameron18561933,"Kirk, Edward C. (Edward Cameron), 1856-1933",Person,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
kirklandfredericrichardson18871961,"Kirkland, Frederic Richardson, 1887-1961",Person,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
kleinesdestillierbuch,Kleines Destillierbuch,,Person,Unknown ,Person Unknown ,Transcription | Secondary | Imagery Description | Heraldry Description
